InputFile,OutputFile,EncodingUsed,SizeBytes,Rows,Columns,CleanTimeSeconds
TrainingData\realData\EuroStat\demo_maczc.csv,TrainingData\realData\EuroStat\demo_maczc.csv.tmp,utf-8-sig,356201,5001,12,0.0318
TrainingData\realData\EuroStat\demo_maeduc.csv,TrainingData\realData\EuroStat\demo_maeduc.csv.tmp,utf-8-sig,356821,5001,12,0.0269
TrainingData\realData\EuroStat\demo_magec.csv,TrainingData\realData\EuroStat\demo_magec.csv.tmp,utf-8-sig,340714,5001,11,0.0232
TrainingData\realData\EuroStat\demo_mager.csv,TrainingData\realData\EuroStat\demo_mager.csv.tmp,utf-8-sig,330902,5001,11,0.0229
TrainingData\realData\EuroStat\demo_marcb.csv,TrainingData\realData\EuroStat\demo_marcb.csv.tmp,utf-8-sig,369640,5001,11,0.0233
TrainingData/fakeData/anne_car_data_1.csv,results/result.csv,utf-8-sig,39685,551,12,0.0031
TrainingData\fakeData\anne_car_data_1.csv,TrainingData\fakeData\anne_car_data_1.csv.tmp,utf-8-sig,39685,551,12,0.003
TrainingData\fakeData\car_price_data_generated.csv,TrainingData\fakeData\car_price_data_generated.csv.tmp,utf-8-sig,93640,1001,10,0.0047
TrainingData\fakeData\chatGPT_Benford_s_Law_Dataset.csv,TrainingData\fakeData\chatGPT_Benford_s_Law_Dataset.csv.tmp,utf-8-sig,50992,1001,10,0.0054
TrainingData\fakeData\chatGPT_fakedata_1.csv,TrainingData\fakeData\chatGPT_fakedata_1.csv.tmp,utf-8-sig,98028,1001,8,0.0041
TrainingData\fakeData\chatGPT_fakedata_2.csv,TrainingData\fakeData\chatGPT_fakedata_2.csv.tmp,utf-8-sig,98028,1001,8,0.0043
TrainingData\fakeData\chatGPT_fakedata_3.csv,TrainingData\fakeData\chatGPT_fakedata_3.csv.tmp,utf-8-sig,192969,1001,15,0.0069
TrainingData\fakeData\chatGPT_fakedata_4.csv,TrainingData\fakeData\chatGPT_fakedata_4.csv.tmp,utf-8-sig,98028,1001,8,0.0043
TrainingData\fakeData\data-kFyc2cTUki-kacHEIvy4j.csv,TrainingData\fakeData\data-kFyc2cTUki-kacHEIvy4j.csv.tmp,utf-8-sig,103863,501,17,0.0047
TrainingData\fakeData\generatedatacom.csv,TrainingData\fakeData\generatedatacom.csv.tmp,utf-8-sig,65189,501,10,0.0037
TrainingData\fakeData\kaggle_reallooking_data.csv,TrainingData\fakeData\kaggle_reallooking_data.csv.tmp,utf-8-sig,558209,5001,11,0.021
TrainingData\fakeData\Loan Prediction_with_errors_1.csv,TrainingData\fakeData\Loan Prediction_with_errors_1.csv.tmp,utf-8-sig,417521,5001,14,0.0205
TrainingData\fakeData\Loan Prediction_with_errors_2.csv,TrainingData\fakeData\Loan Prediction_with_errors_2.csv.tmp,utf-8-sig,417566,5001,14,0.0196
TrainingData\fakeData\table_hp.csv,TrainingData\fakeData\table_hp.csv.tmp,utf-8-sig,218716,3926,7,0.0098
TrainingData\fakeData\table_hpq.csv,TrainingData\fakeData\table_hpq.csv.tmp,utf-8-sig,219809,3926,7,0.0104
TrainingData\fakeData\table_ibm.csv,TrainingData\fakeData\table_ibm.csv.tmp,utf-8-sig,219802,3926,7,0.0153
TrainingData\fakeData\table_jbl.csv,TrainingData\fakeData\table_jbl.csv.tmp,utf-8-sig,217463,3926,7,0.0115
TrainingData\fakeData\table_jpm.csv,TrainingData\fakeData\table_jpm.csv.tmp,utf-8-sig,219404,3926,7,0.0117
TrainingData\fakeData\table_met.csv,TrainingData\fakeData\table_met.csv.tmp,utf-8-sig,187150,3357,7,0.0088
TrainingData\fakeData\table_nyx.csv,TrainingData\fakeData\table_nyx.csv.tmp,utf-8-sig,103488,1870,7,0.0051
TrainingData\fakeData\table_pcg.csv,TrainingData\fakeData\table_pcg.csv.tmp,utf-8-sig,217727,3926,7,0.0095
TrainingData\fakeData\table_usb.csv,TrainingData\fakeData\table_usb.csv.tmp,utf-8-sig,219397,3926,7,0.0097
TrainingData\fakeData\table_vrsn.csv,TrainingData\fakeData\table_vrsn.csv.tmp,utf-8-sig,210194,3907,7,0.0102
TrainingData\fakeData\table_yhoo.csv,TrainingData\fakeData\table_yhoo.csv.tmp,utf-8-sig,176498,3926,7,0.0096
TrainingData\fakeData\table_zmh.csv,TrainingData\fakeData\table_zmh.csv.tmp,utf-8-sig,168578,3020,7,0.0078
TrainingData\fakeData\user_behavior_dataset_with_errors_1.csv,TrainingData\fakeData\user_behavior_dataset_with_errors_1.csv.tmp,utf-8-sig,39678,701,11,0.003
TrainingData\fakeData\user_behavior_dataset_with_errors_2.csv,TrainingData\fakeData\user_behavior_dataset_with_errors_2.csv.tmp,utf-8-sig,39995,701,11,0.0032
TrainingData\fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv,TrainingData\fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv.tmp,utf-8-sig,184435,1001,10,0.0063
TrainingData\fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv,TrainingData\fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv.tmp,utf-8-sig,74310,1001,10,0.004
TrainingData/fakeData/anne_car_data_1.csv,results/result.csv,utf-8-sig,39685,551,12,0.0443
TrainingData\fakeData\anne_car_data_1.csv,TrainingData\fakeData\anne_car_data_1.csv.tmp,utf-8-sig,39523,551,12,0.0082
TrainingData\fakeData\car_price_data_generated.csv,TrainingData\fakeData\car_price_data_generated.csv.tmp,utf-8-sig,93640,1001,10,0.0114
TrainingData\fakeData\chatGPT_Benford_s_Law_Dataset.csv,TrainingData\fakeData\chatGPT_Benford_s_Law_Dataset.csv.tmp,utf-8-sig,50992,1001,10,0.011
TrainingData\fakeData\chatGPT_fakedata_1.csv,TrainingData\fakeData\chatGPT_fakedata_1.csv.tmp,utf-8-sig,97584,1001,8,0.0116
TrainingData\fakeData\chatGPT_fakedata_2.csv,TrainingData\fakeData\chatGPT_fakedata_2.csv.tmp,utf-8-sig,97584,1001,8,0.0109
TrainingData\fakeData\chatGPT_fakedata_3.csv,TrainingData\fakeData\chatGPT_fakedata_3.csv.tmp,utf-8-sig,191996,1001,15,0.0136
TrainingData\fakeData\chatGPT_fakedata_4.csv,TrainingData\fakeData\chatGPT_fakedata_4.csv.tmp,utf-8-sig,97584,1001,8,0.0113
TrainingData\fakeData\data-kFyc2cTUki-kacHEIvy4j.csv,TrainingData\fakeData\data-kFyc2cTUki-kacHEIvy4j.csv.tmp,utf-8-sig,98546,501,17,0.0119
TrainingData\fakeData\generatedatacom.csv,TrainingData\fakeData\generatedatacom.csv.tmp,utf-8-sig,62372,501,10,0.0104
TrainingData\fakeData\kaggle_reallooking_data.csv,TrainingData\fakeData\kaggle_reallooking_data.csv.tmp,utf-8-sig,558209,5001,11,0.0329
TrainingData\fakeData\Loan Prediction_with_errors_1.csv,TrainingData\fakeData\Loan Prediction_with_errors_1.csv.tmp,utf-8-sig,401339,5001,14,0.0261
TrainingData\fakeData\Loan Prediction_with_errors_2.csv,TrainingData\fakeData\Loan Prediction_with_errors_2.csv.tmp,utf-8-sig,401690,5001,14,0.0296
TrainingData\fakeData\table_hp.csv,TrainingData\fakeData\table_hp.csv.tmp,utf-8-sig,219098,3926,7,0.016
TrainingData\fakeData\table_hpq.csv,TrainingData\fakeData\table_hpq.csv.tmp,utf-8-sig,220111,3926,7,0.0179
TrainingData\fakeData\table_ibm.csv,TrainingData\fakeData\table_ibm.csv.tmp,utf-8-sig,219868,3926,7,0.0162
TrainingData\fakeData\table_jbl.csv,TrainingData\fakeData\table_jbl.csv.tmp,utf-8-sig,217817,3926,7,0.0166
TrainingData\fakeData\table_jpm.csv,TrainingData\fakeData\table_jpm.csv.tmp,utf-8-sig,219748,3926,7,0.019
TrainingData\fakeData\table_met.csv,TrainingData\fakeData\table_met.csv.tmp,utf-8-sig,187178,3357,7,0.0171
TrainingData\fakeData\table_nyx.csv,TrainingData\fakeData\table_nyx.csv.tmp,utf-8-sig,103700,1870,7,0.0112
TrainingData\fakeData\table_pcg.csv,TrainingData\fakeData\table_pcg.csv.tmp,utf-8-sig,218023,3926,7,0.0181
TrainingData\fakeData\table_usb.csv,TrainingData\fakeData\table_usb.csv.tmp,utf-8-sig,219667,3926,7,0.0213
TrainingData\fakeData\table_vrsn.csv,TrainingData\fakeData\table_vrsn.csv.tmp,utf-8-sig,211614,3907,7,0.0194
TrainingData\fakeData\table_yhoo.csv,TrainingData\fakeData\table_yhoo.csv.tmp,utf-8-sig,177332,3926,7,0.0156
TrainingData\fakeData\table_zmh.csv,TrainingData\fakeData\table_zmh.csv.tmp,utf-8-sig,168832,3020,7,0.015
TrainingData\fakeData\user_behavior_dataset_with_errors_1.csv,TrainingData\fakeData\user_behavior_dataset_with_errors_1.csv.tmp,utf-8-sig,39652,701,11,0.0103
TrainingData\fakeData\user_behavior_dataset_with_errors_2.csv,TrainingData\fakeData\user_behavior_dataset_with_errors_2.csv.tmp,utf-8-sig,39837,701,11,0.01
TrainingData\fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv,TrainingData\fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv.tmp,utf-8-sig,183477,1001,10,0.0353
TrainingData\fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv,TrainingData\fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv.tmp,utf-8-sig,74310,1001,10,0.0096
TrainingData/fakeData/anne_car_data_1.csv,results/result.csv,utf-8-sig,39685,551,12,0.0707
TrainingData\fakeData\anne_car_data_1.csv,TrainingData\fakeData\anne_car_data_1.csv.tmp,utf-8-sig,39523,551,12,0.0086
TrainingData\fakeData\car_price_data_generated.csv,TrainingData\fakeData\car_price_data_generated.csv.tmp,utf-8-sig,93640,1001,10,0.0112
TrainingData\fakeData\chatGPT_Benford_s_Law_Dataset.csv,TrainingData\fakeData\chatGPT_Benford_s_Law_Dataset.csv.tmp,utf-8-sig,50992,1001,10,0.0116
TrainingData\fakeData\chatGPT_fakedata_1.csv,TrainingData\fakeData\chatGPT_fakedata_1.csv.tmp,utf-8-sig,97529,1001,8,0.0178
TrainingData\fakeData\chatGPT_fakedata_2.csv,TrainingData\fakeData\chatGPT_fakedata_2.csv.tmp,utf-8-sig,97529,1001,8,0.0608
TrainingData\fakeData\chatGPT_fakedata_3.csv,TrainingData\fakeData\chatGPT_fakedata_3.csv.tmp,utf-8-sig,191881,1001,15,0.0653
TrainingData\fakeData\chatGPT_fakedata_4.csv,TrainingData\fakeData\chatGPT_fakedata_4.csv.tmp,utf-8-sig,97529,1001,8,0.0401
TrainingData\fakeData\data-kFyc2cTUki-kacHEIvy4j.csv,TrainingData\fakeData\data-kFyc2cTUki-kacHEIvy4j.csv.tmp,utf-8-sig,98546,501,17,0.0108
TrainingData\fakeData\generatedatacom.csv,TrainingData\fakeData\generatedatacom.csv.tmp,utf-8-sig,65096,501,10,0.0093
TrainingData\fakeData\kaggle_reallooking_data.csv,TrainingData\fakeData\kaggle_reallooking_data.csv.tmp,utf-8-sig,558209,5001,11,0.0265
TrainingData\fakeData\Loan Prediction_with_errors_1.csv,TrainingData\fakeData\Loan Prediction_with_errors_1.csv.tmp,utf-8-sig,401339,5001,14,0.025
TrainingData\fakeData\Loan Prediction_with_errors_2.csv,TrainingData\fakeData\Loan Prediction_with_errors_2.csv.tmp,utf-8-sig,401690,5001,14,0.0299
TrainingData\fakeData\table_hp.csv,TrainingData\fakeData\table_hp.csv.tmp,utf-8-sig,234798,3926,7,0.018
TrainingData\fakeData\table_hpq.csv,TrainingData\fakeData\table_hpq.csv.tmp,utf-8-sig,235811,3926,7,0.0175
TrainingData\fakeData\table_ibm.csv,TrainingData\fakeData\table_ibm.csv.tmp,utf-8-sig,235568,3926,7,0.0185
TrainingData\fakeData\table_jbl.csv,TrainingData\fakeData\table_jbl.csv.tmp,utf-8-sig,233517,3926,7,0.0174
TrainingData\fakeData\table_jpm.csv,TrainingData\fakeData\table_jpm.csv.tmp,utf-8-sig,235448,3926,7,0.0174
TrainingData\fakeData\table_met.csv,TrainingData\fakeData\table_met.csv.tmp,utf-8-sig,200602,3357,7,0.0167
TrainingData\fakeData\table_nyx.csv,TrainingData\fakeData\table_nyx.csv.tmp,utf-8-sig,111176,1870,7,0.0171
TrainingData\fakeData\table_pcg.csv,TrainingData\fakeData\table_pcg.csv.tmp,utf-8-sig,233723,3926,7,0.0189
TrainingData\fakeData\table_usb.csv,TrainingData\fakeData\table_usb.csv.tmp,utf-8-sig,235367,3926,7,0.0184
TrainingData\fakeData\table_vrsn.csv,TrainingData\fakeData\table_vrsn.csv.tmp,utf-8-sig,227238,3907,7,0.0179
TrainingData\fakeData\table_yhoo.csv,TrainingData\fakeData\table_yhoo.csv.tmp,utf-8-sig,200882,3926,7,0.0165
TrainingData\fakeData\table_zmh.csv,TrainingData\fakeData\table_zmh.csv.tmp,utf-8-sig,180908,3020,7,0.0154
TrainingData\fakeData\user_behavior_dataset_with_errors_1.csv,TrainingData\fakeData\user_behavior_dataset_with_errors_1.csv.tmp,utf-8-sig,39652,701,11,0.0104
TrainingData\fakeData\user_behavior_dataset_with_errors_2.csv,TrainingData\fakeData\user_behavior_dataset_with_errors_2.csv.tmp,utf-8-sig,39837,701,11,0.0097
TrainingData\fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv,TrainingData\fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv.tmp,utf-8-sig,183335,1001,10,0.0379
TrainingData\fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv,TrainingData\fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv.tmp,utf-8-sig,74310,1001,10,0.0095
TrainingData/fakeData/anne_car_data_1.csv,results/result.csv,utf-8-sig,39685,551,12,0.2597
TrainingData\fakeData\anne_car_data_1.csv,TrainingData\fakeData\anne_car_data_1.csv.tmp,utf-8-sig,39523,551,12,0.0085
TrainingData\fakeData\car_price_data_generated.csv,TrainingData\fakeData\car_price_data_generated.csv.tmp,utf-8-sig,93640,1001,10,0.0108
TrainingData\fakeData\chatGPT_Benford_s_Law_Dataset.csv,TrainingData\fakeData\chatGPT_Benford_s_Law_Dataset.csv.tmp,utf-8-sig,50992,1001,10,0.011
TrainingData\fakeData\chatGPT_fakedata_1.csv,TrainingData\fakeData\chatGPT_fakedata_1.csv.tmp,utf-8-sig,97529,1001,8,0.0177
TrainingData\fakeData\chatGPT_fakedata_2.csv,TrainingData\fakeData\chatGPT_fakedata_2.csv.tmp,utf-8-sig,97529,1001,8,0.0175
TrainingData\fakeData\chatGPT_fakedata_3.csv,TrainingData\fakeData\chatGPT_fakedata_3.csv.tmp,utf-8-sig,191881,1001,15,0.0161
TrainingData\fakeData\chatGPT_fakedata_4.csv,TrainingData\fakeData\chatGPT_fakedata_4.csv.tmp,utf-8-sig,97529,1001,8,0.0178
TrainingData\fakeData\data-kFyc2cTUki-kacHEIvy4j.csv,TrainingData\fakeData\data-kFyc2cTUki-kacHEIvy4j.csv.tmp,utf-8-sig,98546,501,17,0.0112
TrainingData\fakeData\generatedatacom.csv,TrainingData\fakeData\generatedatacom.csv.tmp,utf-8-sig,70544,501,10,0.0094
TrainingData\fakeData\kaggle_reallooking_data.csv,TrainingData\fakeData\kaggle_reallooking_data.csv.tmp,utf-8-sig,558209,5001,11,0.0261
TrainingData\fakeData\Loan Prediction_with_errors_1.csv,TrainingData\fakeData\Loan Prediction_with_errors_1.csv.tmp,utf-8-sig,401339,5001,14,0.026
TrainingData\fakeData\Loan Prediction_with_errors_2.csv,TrainingData\fakeData\Loan Prediction_with_errors_2.csv.tmp,utf-8-sig,401690,5001,14,0.0246
TrainingData\fakeData\table_hp.csv,TrainingData\fakeData\table_hp.csv.tmp,utf-8-sig,234798,3926,7,0.0191
TrainingData\fakeData\table_hpq.csv,TrainingData\fakeData\table_hpq.csv.tmp,utf-8-sig,235811,3926,7,0.019
TrainingData\fakeData\table_ibm.csv,TrainingData\fakeData\table_ibm.csv.tmp,utf-8-sig,235568,3926,7,0.0179
TrainingData\fakeData\table_jbl.csv,TrainingData\fakeData\table_jbl.csv.tmp,utf-8-sig,233517,3926,7,0.0181
TrainingData\fakeData\table_jpm.csv,TrainingData\fakeData\table_jpm.csv.tmp,utf-8-sig,235448,3926,7,0.0178
TrainingData\fakeData\table_met.csv,TrainingData\fakeData\table_met.csv.tmp,utf-8-sig,200602,3357,7,0.0165
TrainingData\fakeData\table_nyx.csv,TrainingData\fakeData\table_nyx.csv.tmp,utf-8-sig,111176,1870,7,0.0129
TrainingData\fakeData\table_pcg.csv,TrainingData\fakeData\table_pcg.csv.tmp,utf-8-sig,233723,3926,7,0.0181
TrainingData\fakeData\table_usb.csv,TrainingData\fakeData\table_usb.csv.tmp,utf-8-sig,235367,3926,7,0.0178
TrainingData\fakeData\table_vrsn.csv,TrainingData\fakeData\table_vrsn.csv.tmp,utf-8-sig,227238,3907,7,0.0181
TrainingData\fakeData\table_yhoo.csv,TrainingData\fakeData\table_yhoo.csv.tmp,utf-8-sig,200882,3926,7,0.0195
TrainingData\fakeData\table_zmh.csv,TrainingData\fakeData\table_zmh.csv.tmp,utf-8-sig,180908,3020,7,0.0141
TrainingData\fakeData\user_behavior_dataset_with_errors_1.csv,TrainingData\fakeData\user_behavior_dataset_with_errors_1.csv.tmp,utf-8-sig,39652,701,11,0.0108
TrainingData\fakeData\user_behavior_dataset_with_errors_2.csv,TrainingData\fakeData\user_behavior_dataset_with_errors_2.csv.tmp,utf-8-sig,39837,701,11,0.0102
TrainingData\fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv,TrainingData\fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv.tmp,utf-8-sig,183323,1001,10,0.0166
TrainingData\fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv,TrainingData\fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv.tmp,utf-8-sig,74310,1001,10,0.0104
TrainingData\realData\breast_cancer_data_cleaned.csv,TrainingData\realData\breast_cancer_data_cleaned.csv.tmp,utf-8-sig,126145,570,32,0.013
TrainingData\realData\car_fuel_data.csv,TrainingData\realData\car_fuel_data.csv.tmp,utf-8-sig,39639,551,12,0.0096
TrainingData\realData\car_price_data.csv,TrainingData\realData\car_price_data.csv.tmp,utf-8-sig,287726,5001,10,0.0311
TrainingData\realData\CD.csv,TrainingData\realData\CD.csv.tmp,utf-8-sig,693442,5001,13,0.0283
TrainingData\realData\creditcard_data_cleaned.csv,TrainingData\realData\creditcard_data_cleaned.csv.tmp,utf-8-sig,2662724,5001,31,0.0749
TrainingData\realData\Global_Cybersecurity_Threats_2015-2024.csv,TrainingData\realData\Global_Cybersecurity_Threats_2015-2024.csv.tmp,utf-8-sig,254280,3001,10,0.0192
TrainingData\realData\horse_data.csv,TrainingData\realData\horse_data.csv.tmp,utf-8-sig,22674,301,28,0.008
TrainingData\realData\iris_data.csv,TrainingData\realData\iris_data.csv.tmp,utf-8-sig,4711,151,5,0.0018
TrainingData\realData\Loan Prediction_original.csv,TrainingData\realData\Loan Prediction_original.csv.tmp,utf-8-sig,403901,5001,14,0.0189
TrainingData\realData\pokemon_data.csv,TrainingData\realData\pokemon_data.csv.tmp,utf-8-sig,72578,906,12,0.0158
TrainingData\realData\sample_5000.csv,TrainingData\realData\sample_5000.csv.tmp,utf-8-sig,416127,5001,12,0.0195
TrainingData\realData\spotify_2023.csv,TrainingData\realData\spotify_2023.csv.tmp,utf-8-sig,114140,954,32,0.0133
TrainingData\realData\students_grading_data.csv,TrainingData\realData\students_grading_data.csv.tmp,utf-8-sig,696783,5001,23,0.0347
TrainingData\realData\students_performance_data_cleaned.csv,TrainingData\realData\students_performance_data_cleaned.csv.tmp,utf-8-sig,57021,1001,8,0.0086
TrainingData\realData\user_behavior_dataset_original.csv,TrainingData\realData\user_behavior_dataset_original.csv.tmp,utf-8-sig,39579,701,11,0.0123
TrainingData\realData\winequality-red.csv,TrainingData\realData\winequality-red.csv.tmp,utf-8-sig,98283,1600,12,0.0125
TrainingData\realData\cvap\BlockGr.csv,TrainingData\realData\cvap\BlockGr.csv.tmp,utf-8-sig,628995,5001,11,0.0275
TrainingData\realData\cvap\CD.csv,TrainingData\realData\cvap\CD.csv.tmp,utf-8-sig,693442,5001,13,0.0289
TrainingData\realData\cvap\County.csv,TrainingData\realData\cvap\County.csv.tmp,utf-8-sig,505145,5001,13,0.0282
TrainingData\realData\cvap\MCD.csv,TrainingData\realData\cvap\MCD.csv.tmp,utf-8-sig,596907,5001,14,0.0332
TrainingData\realData\cvap\Nation.csv,TrainingData\realData\cvap\Nation.csv.tmp,utf-8-sig,1570,14,12,0.0048
TrainingData\realData\cvap\Place.csv,TrainingData\realData\cvap\Place.csv.tmp,utf-8-sig,493449,5001,13,0.0334
TrainingData\realData\cvap\SLDLC.csv,TrainingData\realData\cvap\SLDLC.csv.tmp,utf-8-sig,608593,5001,13,0.0282
TrainingData\realData\cvap\SLDUC.csv,TrainingData\realData\cvap\SLDUC.csv.tmp,utf-8-sig,624029,5001,13,0.0281
TrainingData\realData\cvap\State.csv,TrainingData\realData\cvap\State.csv.tmp,utf-8-sig,66051,677,12,0.0092
TrainingData\realData\cvap\Tract.csv,TrainingData\realData\cvap\Tract.csv.tmp,utf-8-sig,559576,5001,10,0.0257
TrainingData\realData\EuroStat\demo_divcb.csv,TrainingData\realData\EuroStat\demo_divcb.csv.tmp,utf-8-sig,366204,5001,11,0.0235
TrainingData\realData\EuroStat\demo_divcz.csv,TrainingData\realData\EuroStat\demo_divcz.csv.tmp,utf-8-sig,369979,5001,11,0.0232
TrainingData\realData\EuroStat\demo_fabort.csv,TrainingData\realData\EuroStat\demo_fabort.csv.tmp,utf-8-sig,351139,5001,10,0.0222
TrainingData\realData\EuroStat\demo_fabortind.csv,TrainingData\realData\EuroStat\demo_fabortind.csv.tmp,utf-8-sig,36857,503,10,0.0089
TrainingData\realData\EuroStat\demo_fabortord.csv,TrainingData\realData\EuroStat\demo_fabortord.csv.tmp,utf-8-sig,375284,5001,11,0.023
TrainingData\realData\EuroStat\demo_facbc.csv,TrainingData\realData\EuroStat\demo_facbc.csv.tmp,utf-8-sig,365837,5001,11,0.0233
TrainingData\realData\EuroStat\demo_faczc.csv,TrainingData\realData\EuroStat\demo_faczc.csv.tmp,utf-8-sig,362893,5001,11,0.0233
TrainingData\realData\EuroStat\demo_faeduc.csv,TrainingData\realData\EuroStat\demo_faeduc.csv.tmp,utf-8-sig,352621,5001,11,0.0221
TrainingData\realData\EuroStat\demo_faemplc.csv,TrainingData\realData\EuroStat\demo_faemplc.csv.tmp,utf-8-sig,357866,5001,11,0.0246
TrainingData\realData\EuroStat\demo_fagec.csv,TrainingData\realData\EuroStat\demo_fagec.csv.tmp,utf-8-sig,361281,5001,11,0.026
TrainingData\realData\EuroStat\demo_fager.csv,TrainingData\realData\EuroStat\demo_fager.csv.tmp,utf-8-sig,349620,5001,11,0.0281
TrainingData\realData\EuroStat\demo_fasec.csv,TrainingData\realData\EuroStat\demo_fasec.csv.tmp,utf-8-sig,338392,5001,11,0.0221
TrainingData\realData\EuroStat\demo_find.csv,TrainingData\realData\EuroStat\demo_find.csv.tmp,utf-8-sig,336678,5001,9,0.0219
TrainingData\realData\EuroStat\demo_fmonth.csv,TrainingData\realData\EuroStat\demo_fmonth.csv.tmp,utf-8-sig,345093,5001,10,0.0245
TrainingData\realData\EuroStat\demo_fordagec.csv,TrainingData\realData\EuroStat\demo_fordagec.csv.tmp,utf-8-sig,364354,5001,11,0.024
TrainingData\realData\EuroStat\demo_fordager.csv,TrainingData\realData\EuroStat\demo_fordager.csv.tmp,utf-8-sig,354232,5001,11,0.0388
TrainingData\realData\EuroStat\demo_frate.csv,TrainingData\realData\EuroStat\demo_frate.csv.tmp,utf-8-sig,384069,5001,11,0.0229
TrainingData\realData\EuroStat\demo_fweight.csv,TrainingData\realData\EuroStat\demo_fweight.csv.tmp,utf-8-sig,382463,5001,11,0.0295
TrainingData\realData\EuroStat\demo_gind.csv,TrainingData\realData\EuroStat\demo_gind.csv.tmp,utf-8-sig,336674,5001,9,0.044
TrainingData\realData\EuroStat\demo_macbc.csv,TrainingData\realData\EuroStat\demo_macbc.csv.tmp,utf-8-sig,358600,5001,12,0.0252
TrainingData\realData\EuroStat\demo_maczc.csv,TrainingData\realData\EuroStat\demo_maczc.csv.tmp,utf-8-sig,356201,5001,12,0.0336
TrainingData\realData\EuroStat\demo_maeduc.csv,TrainingData\realData\EuroStat\demo_maeduc.csv.tmp,utf-8-sig,356821,5001,12,0.0296
TrainingData\realData\EuroStat\demo_magec.csv,TrainingData\realData\EuroStat\demo_magec.csv.tmp,utf-8-sig,340714,5001,11,0.1051
TrainingData\realData\EuroStat\demo_mager.csv,TrainingData\realData\EuroStat\demo_mager.csv.tmp,utf-8-sig,330902,5001,11,0.023
TrainingData\realData\EuroStat\demo_marcb.csv,TrainingData\realData\EuroStat\demo_marcb.csv.tmp,utf-8-sig,369640,5001,11,0.0235
TrainingData/fakeData/anne_car_data_1.csv,results/result.csv,utf-8-sig,39685,551,12,0.0031
TestData/realData\breast_cancer_data_cleaned.csv,TestData/realData\breast_cancer_data_cleaned.csv.tmp,utf-8-sig,126145,570,32,0.0076
TestData/realData\car_fuel_data.csv,TestData/realData\car_fuel_data.csv.tmp,utf-8-sig,39651,551,12,0.0026
TestData/realData\car_price_data.csv,TestData/realData\car_price_data.csv.tmp,utf-8-sig,287726,5001,10,0.0147
TestData/realData\CD.csv,TestData/realData\CD.csv.tmp,utf-8-sig,693442,5001,13,0.0238
TestData/realData\creditcard_data_cleaned.csv,TestData/realData\creditcard_data_cleaned.csv.tmp,utf-8-sig,2662724,5001,31,0.0719
TestData/realData\Global_Cybersecurity_Threats_2015-2024.csv,TestData/realData\Global_Cybersecurity_Threats_2015-2024.csv.tmp,utf-8-sig,254280,3001,10,0.0103
TestData/realData\horse_data.csv,TestData/realData\horse_data.csv.tmp,utf-8-sig,22674,301,28,0.0024
TestData/realData\iris_data.csv,TestData/realData\iris_data.csv.tmp,utf-8-sig,4711,151,5,0.0012
TestData/realData\Loan Prediction_original.csv,TestData/realData\Loan Prediction_original.csv.tmp,utf-8-sig,418856,5001,14,0.0183
TestData/realData\pokemon_data.csv,TestData/realData\pokemon_data.csv.tmp,utf-8-sig,75599,906,12,0.0042
TestData/realData\sample_5000.csv,TestData/realData\sample_5000.csv.tmp,utf-8-sig,446127,5001,12,0.0175
TestData/realData\spotify_2023.csv,TestData/realData\spotify_2023.csv.tmp,utf-8-sig,136804,954,32,0.0074
TestData/realData\students_grading_data.csv,TestData/realData\students_grading_data.csv.tmp,utf-8-sig,705264,5001,23,0.0286
TestData/realData\students_performance_data_cleaned.csv,TestData/realData\students_performance_data_cleaned.csv.tmp,utf-8-sig,57021,1001,8,0.0031
TestData/realData\user_behavior_dataset_original.csv,TestData/realData\user_behavior_dataset_original.csv.tmp,utf-8-sig,39579,701,11,0.0029
TestData/realData\winequality-red.csv,TestData/realData\winequality-red.csv.tmp,utf-8-sig,98283,1600,12,0.0054
TestData/realData\cvap\BlockGr.csv,TestData/realData\cvap\BlockGr.csv.tmp,utf-8-sig,628995,5001,11,0.022
TestData/realData\cvap\CD.csv,TestData/realData\cvap\CD.csv.tmp,utf-8-sig,693442,5001,13,0.0243
TestData/realData\cvap\County.csv,TestData/realData\cvap\County.csv.tmp,utf-8-sig,505145,5001,13,0.021
